drugBankID,name,CAS,drugType,KEGGC_ID,KEGGD_ID,PCCID,PCSID,chemID,pharID,HETID,uniprotID,uniprotTitle,genbankID,dpdID,rxlistlink,pdrhealthlink,wikiID,drugslink,ndcid,chemspider,binding,ttd,sideeffect,interaction,professional,interactionContent,professionalContent,overview,sideeffectContent,drugClass,drugID
DB00058,alpha-1-proteinase inhibitor,9041-92-3,BiotechDrug,,,,,,PA10308,,P01009,A1AT_HUMAN,K01396,,http://www.rxlist.com/cgi/generic3/zemaira.htm,,Alpha_1-antitrypsin,,0944-2802-01,,,DAP001102,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00059,pegaspargase,130167-69-0,BiotechDrug,,,,,,PA16476086,,P37595,ASGX_ECOLI,U00096,,http://www.rxlist.com/cgi/generic2/pegaspargase.htm,,Pegaspargase,http://www.drugs.com/cdi/pegaspargase.html,57665-002-02,,,,http://drugs.com/sfx/pegaspargase-side-effects.html,http://drugs.com/drug-interactions/pegaspargase-index.html?filter=3&generic_only=1,http://drugs.com/ppa/pegaspargase.html,DB00059i.txt,DB00059p.txt,NULL,DB00059s.txt,Miscellaneous antineoplastics,
DB00060,interferon beta-1a,145258-61-3,BiotechDrug,,,,,,PA450037,,P01574,IFNB_HUMAN,V00534,,http://www.rxlist.com/cgi/generic3/rebif.htm,,Interferon_beta-1a,http://www.drugs.com/cdi/interferon-beta-1a.html,44087-8822-1,,,DAP001282,http://drugs.com/sfx/interferon-beta-1a-side-effects.html,http://drugs.com/drug-interactions/interferon-beta-1a-index.html?filter=3&generic_only=1,http://drugs.com/ppa/interferon-beta-1a.html,DB00060i.txt,DB00060p.txt,NULL,DB00060s.txt,Interferons,
DB00061,pegademase bovine,9026-93-1,BiotechDrug,,,,,,PA450831,,P56658,ADA_BOVIN,AF280603,,http://www.rxlist.com/cgi/generic2/pegademase.htm,,,http://www.drugs.com/cdi/pegademase-bovine.html,57665-001-01,,,,http://drugs.com/sfx/pegademase-bovine-side-effects.html,http://drugs.com/drug-interactions/pegademase-bovine-index.html?filter=3&generic_only=1,NULL,DB00061i.txt,NULL,NULL,DB00061s.txt,Other immunostimulants,
DB00062,human serum albumin,9048-49-1,BiotechDrug,,,,,,PA16474329,,P02768,ALBU_HUMAN,M12523,,http://www.rxlist.com/cgi/generic3/albumin.htm,,,,0053-7670-06,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00063,eptifibatide,188627-80-7,BiotechDrug,,,,,,PA449483,,,,,,http://www.rxlist.com/cgi/generic/eptifibatide.htm,,Eptifibatide,http://www.drugs.com/cdi/eptifibatide.html,0085-1177-01,,,DAP000285,http://drugs.com/sfx/eptifibatide-side-effects.html,http://drugs.com/drug-interactions/eptifibatide-index.html?filter=3&generic_only=1,http://drugs.com/ppa/eptifibatide.html,DB00063i.txt,DB00063p.txt,NULL,DB00063s.txt,Glycoprotein platelet inhibitors,
DB00064,serum albumin iodonated,9048-49-1,BiotechDrug,,,,,,PA16475282,,P02768,ALBU_HUMAN,M12523,,,,,,50914-7720,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00065,infliximab,170277-31-3,BiotechDrug,,,,,,PA452639,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic3/infliximab.htm,,Infliximab,http://www.drugs.com/cdi/infliximab.html,,,,DAP000107,http://drugs.com/sfx/infliximab-side-effects.html,http://drugs.com/drug-interactions/infliximab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/infliximab.html,DB00065i.txt,DB00065p.txt,NULL,DB00065s.txt,Antirheumatics,
DB00066,follitropin beta,9002-68-0,BiotechDrug,,,,,,PA449693,,P01225,FSHB_HUMAN,M16647,,http://www.rxlist.com/cgi/generic3/follitrop.htm,,Follicle-stimulating_hormone,http://www.drugs.com/cdi/follitropin-alfa-powder.html,0052-0306-31,,,DAP001028,http://drugs.com/sfx/follicle-stimulating-hormone-side-effects.html,http://drugs.com/drug-interactions/follicle-stimulating-hormone-index.html?filter=3&generic_only=1,http://drugs.com/pro/bravelle.html,DB00066i.txt,DB00066p.txt,NULL,DB00066s.txt,Gonadotropins,
DB00067,vasopressin,11000-17-2,BiotechDrug,C00840,D00101,,,,PA451858,,,,,,http://www.rxlist.com/cgi/generic3/vasopressin.htm,,Vasopressin,http://www.drugs.com/mtm/vasopressin.html,,,,DAP000018,http://drugs.com/sfx/vasopressin-side-effects.html,http://drugs.com/drug-interactions/vasopressin-index.html?filter=3&generic_only=1,http://drugs.com/pro/vasopressin.html,DB00067i.txt,DB00067p.txt,NULL,DB00067s.txt,Antidiuretic hormones,
DB00068,interferon beta-1b,145155-23-3,BiotechDrug,C07901,D00746,,,,PA450039,,P01574,IFNB_HUMAN,V00534,,http://www.rxlist.com/cgi/generic/interferon_beta.htm,,Interferon_beta-1b,http://www.drugs.com/cdi/interferon-beta-1b-solution.html,50419-523-35,,,DAP001283,http://drugs.com/sfx/interferon-beta-1b-side-effects.html,http://drugs.com/drug-interactions/interferon-beta-1b-index.html?filter=3&generic_only=1,http://drugs.com/ppa/interferon-beta-1b.html,DB00068i.txt,DB00068p.txt,NULL,DB00068s.txt,Interferons,
DB00069,interferon alfacon-1,118390-30-0,BiotechDrug,,,,,,PA16474937,,,,J00207,,http://www.rxlist.com/cgi/generic2/infergen.htm,,,http://www.drugs.com/cdi/interferon-alfacon-1.html,0187-2007-06,,,DAP001284,http://drugs.com/sfx/interferon-alfacon-1-side-effects.html,http://drugs.com/drug-interactions/interferon-alfacon-1-index.html?filter=3&generic_only=1,http://drugs.com/ppa/interferon-alfacon-1.html,DB00069i.txt,DB00069p.txt,NULL,DB00069s.txt,Interferons,
DB00070,hyaluronidase,488712-31-8,BiotechDrug,,,,,,PA16474571,,P38567,HYAL1_HUMA,L13781,,http://www.rxlist.com/cgi/generic/hylenex.htm,,Hyaluronidase,http://www.drugs.com/cdi/hyaluronidase.html,0548-9090-10,,,,http://drugs.com/sfx/hyaluronidase-side-effects.html,http://drugs.com/drug-interactions/hyaluronidase-index.html?filter=3&generic_only=1,http://drugs.com/pro/hylenex-recombinant.html,DB00070i.txt,DB00070p.txt,NULL,DB00070s.txt,Miscellaneous uncategorized agents,
DB00071,insulin porcine,9004-14-2,BiotechDrug,,,,,,PA16478105,,Q8HXV2,INS_PONPY,AY137503,,,,,,,,,DAP001089,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00072,trastuzumab,180288-69-1,BiotechDrug,,,,,,PA451743,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic/trastuz.htm,,Trastuzumab,http://www.drugs.com/cdi/trastuzumab.html,50242-134-68,,,DAP000391,http://drugs.com/sfx/trastuzumab-side-effects.html,http://drugs.com/drug-interactions/trastuzumab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/trastuzumab.html,DB00072i.txt,DB00072p.txt,NULL,DB00072s.txt,HER2 inhibitors,
DB00073,rituximab,174722-31-7,BiotechDrug,,,,,,PA451261,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic/ritux.htm,,Rituximab,http://www.drugs.com/cdi/rituximab.html,50242-053-06,,,DAP000382,http://drugs.com/sfx/rituximab-side-effects.html,http://drugs.com/drug-interactions/rituximab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/rituximab.html,DB00073i.txt,DB00073p.txt,NULL,DB00073s.txt,Antirheumatics,
DB00074,basiliximab,152923-56-3,BiotechDrug,,,,,,PA16474712,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic2/basiliximab.htm,,Basiliximab,http://www.drugs.com/cdi/basiliximab.html,0078-0393-61,,,DAP000388,http://drugs.com/sfx/basiliximab-side-effects.html,http://drugs.com/drug-interactions/basiliximab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/basiliximab.html,DB00074i.txt,DB00074p.txt,NULL,DB00074s.txt,Interleukin inhibitors,
DB00075,muromonab,140608-64-6,BiotechDrug,,D05092,,,,PA16474309,,,,,,,,Muromonab,,59676-101-01,,,DAP001301,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00076,digoxin immune fab,,BiotechDrug,,,,,,PA16476903,,,,,,http://www.rxlist.com/cgi/generic3/digoxinfab.htm,,Digoxin_Immune_Fab,http://www.drugs.com/cdi/digoxin-immune-fab.html,0281-0365-10,,,,http://drugs.com/sfx/digoxin-immune-fab-side-effects.html,http://drugs.com/drug-interactions/digoxin-immune-fab-index.html?filter=3&generic_only=1,http://drugs.com/monograph/digoxin-immune-fab-ovine.html,DB00076i.txt,DB00076p.txt,NULL,DB00076s.txt,Antidotes,
DB00078,ibritumomab,174722-31-7,BiotechDrug,,,,,,PA16478137,,P01865,GCAM_MOUSE,J00470,,http://www.rxlist.com/cgi/generic3/zevalin.htm,,Ibritumomab,http://www.drugs.com/cdi/ibritumomab-tiuxetan-with-indium-111.html,,,,DAP000383,http://drugs.com/sfx/ibritumomab-side-effects.html,http://drugs.com/drug-interactions/ibritumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/ibritumomab-tiuxetan.html,DB00078i.txt,DB00078p.txt,NULL,DB00078s.txt,CD20 monoclonal antibodies,
DB00080,daptomycin,103060-53-3,BiotechDrug,C12013,D01080,,,,PA16476882,,,,,,http://www.rxlist.com/cgi/generic3/cubicin.htm,,Daptomycin,http://www.drugs.com/cdi/daptomycin.html,67919-011-01,,,DAP001328,http://drugs.com/sfx/daptomycin-side-effects.html,http://drugs.com/drug-interactions/daptomycin-index.html?filter=3&generic_only=1,http://drugs.com/pro/daptomycin-injection.html,DB00080i.txt,DB00080p.txt,NULL,DB00080s.txt,Miscellaneous antibiotics,
DB00081,tositumomab,192391-48-3,BiotechDrug,,,,,,PA16474836,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic3/bexxar.htm,,Tositumomab,http://www.drugs.com/cdi/iodine-i-131-tositumomab.html,0007-3260-31,,,DAP000384,NULL,http://drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/tositumomab-and-iodine-131i-tositumomab.html,DB00081i.txt,DB00081p.txt,NULL,NULL,,
DB00082,pegvisomant,218620-50-9,BiotechDrug,,,,,,PA16474963,,P58756,SOMA_PANTR,AF374232,,http://www.rxlist.com/cgi/generic3/somavert.htm,,,http://www.drugs.com/cdi/pegvisomant.html,0009-5176-01,,,DAP000286,http://drugs.com/sfx/pegvisomant-side-effects.html,http://drugs.com/drug-interactions/pegvisomant-index.html?filter=3&generic_only=1,http://drugs.com/ppa/pegvisomant.html,DB00082i.txt,DB00082p.txt,NULL,DB00082s.txt,Growth hormone receptor blockers,
DB00083,botulinum toxin type a,93384-43-1,BiotechDrug,C07946,D00783,,,,PA16475482,,P10845,BXA1_CLOBO,X52066,,http://www.rxlist.com/cgi/generic/botox.htm,,Botox,,99207-500-30,,,DAP001298,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00085,pancrelipase,53608-75-6,BiotechDrug,,D05349,,,,PA448428,,P04746,AMYP_HUMAN,M18785,,http://www.rxlist.com/cgi/generic2/pancrel.htm,,Pancrelipase,http://www.drugs.com/cdi/amylase-lipase-protease.html,54868-6067-0,,,,http://drugs.com/sfx/pancrelipase-side-effects.html,http://drugs.com/drug-interactions/pancrelipase-index.html?filter=3&generic_only=1,http://drugs.com/pro/pancrelipase.html,DB00085i.txt,DB00085p.txt,NULL,DB00085s.txt,Digestive enzymes,
DB00086,streptokinase,2593954,BiotechDrug,,,,,,PA16475491,,P00779,STRP_STREQ,K02986,,http://www.rxlist.com/cgi/generic2/streptokinase.htm,,Streptokinase,http://www.drugs.com/cons/streptokinase-intravenous-intracoronary.html,,,,DAP001198,http://drugs.com/sfx/streptokinase-side-effects.html,http://drugs.com/drug-interactions/streptokinase-index.html?filter=3&generic_only=1,NULL,DB00086i.txt,NULL,NULL,DB00086s.txt,Thrombolytics,
DB00087,alemtuzumab,216503-57-0,BiotechDrug,,,,,,PA16478395,,,,,,http://www.rxlist.com/cgi/generic/campath.htm,,Alemtuzumab,http://www.drugs.com/cdi/alemtuzumab.html,50419-357-03,,,DAP000385,http://drugs.com/sfx/alemtuzumab-side-effects.html,http://drugs.com/drug-interactions/alemtuzumab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/alemtuzumab.html,DB00087i.txt,DB00087p.txt,NULL,DB00087s.txt,CD52 monoclonal antibodies,
DB00088,alglucerase,37228-64-1,BiotechDrug,,D09675,,,,PA16474809,,P04062,GLCM_HUMAN,M16328,,http://www.rxlist.com/cgi/generic3/ceredase.htm,,Alglucerase,http://www.drugs.com/cdi/alglucerase.html,58468-1060-1,,,,http://drugs.com/sfx/alglucerase-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/alglucerase.html,DB00088i.txt,DB00088p.txt,NULL,DB00088s.txt,Lysosomal enzymes,
DB00089,capromab,145464-28-4,BiotechDrug,,,,,,PA16474548,,,,,,,,Capromab,,57902-817-01,,,DAP001049,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00090,laronidase,210589-09-6,BiotechDrug,,,,,,PA16477667,,P35475,IDUA_HUMAN,M74715,,http://www.rxlist.com/cgi/generic3/aldurazyme.htm,,Laronidase,http://www.drugs.com/cdi/laronidase.html,,,,,http://drugs.com/sfx/laronidase-side-effects.html,http://drugs.com/drug-interactions/laronidase-index.html?filter=3&generic_only=1,http://drugs.com/ppa/laronidase.html,DB00090i.txt,DB00090p.txt,NULL,DB00090s.txt,Lysosomal enzymes,
DB00091,cyclosporine,59865-13-3,SmallMoleculeDrug,C05086,D00184,,,4031,PA449167,,,,,,http://www.rxlist.com/cgi/generic/cyclosporine.htm,,Cyclosporine,http://www.drugs.com/cdi/cyclosporine-drops.html,0078-0240-15,,,DNC001177,http://drugs.com/sfx/cyclosporine-ophthalmic-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/monograph/cyclosporine-eent.html,DB00091i.txt,DB00091p.txt,NULL,DB00091s.txt,Ophthalmic anti-inflammatory agents,
DB00092,alefacept,222535-22-0,BiotechDrug,,,,,,PA16474804,,,,,,http://www.rxlist.com/cgi/generic3/amevive.htm,,Alefacept,http://www.drugs.com/cdi/alefacept.html,,,,DAP000540,http://drugs.com/sfx/alefacept-side-effects.html,http://drugs.com/drug-interactions/alefacept-index.html?filter=3&generic_only=1,http://drugs.com/ppa/alefacept.html,DB00092i.txt,DB00092p.txt,NULL,DB00092s.txt,Selective immunosuppressants,
DB00093,felypressin,56-59-7,SmallMoleculeDrug,,,,,,PA16474437,,,,,,,,Felypressin,,,,,DAP000217,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00094,urofollitropin,146479-72-3,BiotechDrug,,,,,,PA451835,,P01225,FSHB_HUMAN,M16647,,http://www.rxlist.com/cgi/generic3/urofollitropin.htm,,Urofollitropin,http://www.drugs.com/cdi/urofollitropin-purified.html,55566-8505-2,,,DAP001029,http://drugs.com/sfx/urofollitropin-side-effects.html,http://drugs.com/drug-interactions/urofollitropin-index.html?filter=3&generic_only=1,http://drugs.com/ppa/urofollitropin.html,DB00094i.txt,DB00094p.txt,NULL,DB00094s.txt,Gonadotropins,
DB00095,efalizumab,214745-43-4,BiotechDrug,,,,,,PA16474881,,,,,,http://www.rxlist.com/cgi/generic3/raptiva.htm,,Efalizumab,http://www.drugs.com/cdi/efalizumab.html,,,,DAP001095,http://drugs.com/sfx/efalizumab-side-effects.html,http://drugs.com/drug-interactions/efalizumab-index.html?filter=3&generic_only=1,http://drugs.com/monograph/efalizumab.html,DB00095i.txt,DB00095p.txt,NULL,DB00095s.txt,Selective immunosuppressants,
DB00096,serum albumin,9048-49-1,BiotechDrug,,,,,,PA16474938,,P02768,ALBU_HUMAN,M12523,,,,Serum_albumin,,0407-2707-03,,,,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00097,choriogonadotropin alfa,177073-44-8,BiotechDrug,,,,,,PA16478394,,P01233,CGHB_HUMAN,J00117,,http://www.rxlist.com/cgi/generic/ovidrel.htm,,Choriogonadotropin_alfa,http://www.drugs.com/cdi/choriogonadotropin-alfa.html,44087-1150-1,,,DAP001030,http://drugs.com/sfx/chorionic-gonadotropin-hcg-side-effects.html,http://drugs.com/drug-interactions/chorionic-gonadotropin-hcg-index.html?filter=3&generic_only=1,http://drugs.com/pro/chorionic-gonadotropin.html,DB00097i.txt,DB00097p.txt,NULL,DB00097s.txt,Gonadotropins,
DB00098,antithymocyte globulin,,BiotechDrug,,,,,,PA16474370,,,,,,,,,,,,,DAP001300,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00099,filgrastim,121181-53-1,BiotechDrug,,D03235,,,,PA449626,,P09919,CSF3_HUMAN,X03438,,http://www.rxlist.com/cgi/generic/filgrastim.htm,,Filgrastim,http://www.drugs.com/cdi/filgrastim.html,55513-209-10,,,DAP000113,http://drugs.com/sfx/filgrastim-side-effects.html,http://drugs.com/drug-interactions/filgrastim-index.html?filter=3&generic_only=1,http://drugs.com/pro/granix.html,DB00099i.txt,DB00099p.txt,NULL,DB00099s.txt,Colony stimulating factors,
DB00100,coagulation factor ix,9001-28-9,BiotechDrug,C03101,,,,,PA16474495,,P00740,FA9_HUMAN,K02402,,http://www.rxlist.com/cgi/generic2/factorix.htm,,Factor_IX,http://www.drugs.com/cdi/coagulation-factor-ix-injection-human.html,0053-7668-02,,,DAP000964,http://drugs.com/sfx/coagulation-factor-ix-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/pro/bebulin.html,DB00100i.txt,DB00100p.txt,NULL,DB00100s.txt,Miscellaneous coagulation modifiers,
DB00102,becaplermin,165101-51-9,BiotechDrug,,,,,,PA16474951,,P01127,PDGFB_HUMA,K01401,,http://www.rxlist.com/cgi/generic2/becapler.htm,,Becaplermin,http://www.drugs.com/cdi/becaplermin.html,,,,DAP000028,http://drugs.com/sfx/becaplermin-topical-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/becaplermin.html,DB00102i.txt,DB00102p.txt,NULL,DB00102s.txt,Miscellaneous topical agents,
DB00103,agalsidase beta,104138-64-9,BiotechDrug,,,,,,PA16474652,,P06280,AGAL_HUMAN,X14448,,http://www.rxlist.com/cgi/generic3/fabrazyme.htm,,Agalsidase_beta,http://www.drugs.com/cdi/agalsidase-beta.html,58468-0040-1,,,,http://drugs.com/sfx/agalsidase-beta-side-effects.html,http://drugs.com/drug-interactions/agalsidase-beta-index.html?filter=3&generic_only=1,http://drugs.com/ppa/agalsidase-beta.html,DB00103i.txt,DB00103p.txt,NULL,DB00103s.txt,Lysosomal enzymes,
DB00104,octreotide,83150-76-9,SmallMoleculeDrug,C07306,D00442,,,,PA450678,,,,,,http://www.rxlist.com/cgi/generic/octreotide.htm,,Octreotide,http://www.drugs.com/cdi/octreotide.html,0078-0180-01,,50175592,DAP000397,http://drugs.com/sfx/octreotide-side-effects.html,http://drugs.com/drug-interactions/octreotide-index.html?filter=3&generic_only=1,http://drugs.com/pro/octreotide.html,DB00104i.txt,DB00104p.txt,NULL,DB00104s.txt,Somatostatin and somatostatin analogs,
DB00105,interferon alfa-2b,99210-65-8,BiotechDrug,,,,,,PA16478399,,P01563,IFNA2_HUMA,,,http://www.rxlist.com/cgi/generic/introna.htm,,,,0085-0571-02,,,DAP001285,NULL,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,NULL,NULL,NULL,NULL,NULL,,
DB00106,abarelix,183552-38-7,BiotechDrug,,D02738,,,337298,PA16475491,,,,,,http://www.rxlist.com/cgi/generic/plenaxis.htm,,Abarelix,http://www.drugs.com/cdi/abarelix.html,,,50102442,DAP000094,http://drugs.com/sfx/abarelix-side-effects.html,http://drugs.com/drug-interactions/abarelix-index.html?filter=3&generic_only=1,http://drugs.com/monograph/abarelix.html,DB00106i.txt,DB00106p.txt,NULL,DB00106s.txt,Gonadotropin-releasing hormone antagonists,
DB00107,oxytocin,50-56-6,BiotechDrug,C00746,D00089,,,,PA450760,,,,,,http://www.rxlist.com/cgi/generic3/oxytocin.htm,,Oxytocin,http://www.drugs.com/cdi/oxytocin.html,0591-3553-69,,,DAP001156,http://drugs.com/sfx/oxytocin-side-effects.html,http://drugs.com/drug-interactions/oxytocin-index.html?filter=3&generic_only=1,http://drugs.com/pro/oxytocin.html,DB00107i.txt,DB00107p.txt,NULL,DB00107s.txt,Uterotonic agents,
DB00108,natalizumab,189261-10-7,BiotechDrug,,,,,,PA16474719,,,,,,http://www.rxlist.com/cgi/generic/tysabri.htm,,Natalizumab,http://www.drugs.com/cdi/natalizumab.html,59075-730-15,,,DAP001094,http://drugs.com/sfx/natalizumab-side-effects.html,http://drugs.com/drug-interactions/natalizumab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/natalizumab.html,DB00108i.txt,DB00108p.txt,NULL,DB00108s.txt,Selective immunosuppressants,
DB00109,enfuvirtide,159519-65-0,BiotechDrug,,,,,,PA16474451,,Q70626,ENV_HV1LW,U12055,,http://www.rxlist.com/cgi/generic3/fuzeon.htm,,Enfuvirtide,http://www.drugs.com/cdi/enfuvirtide.html,0004-0380-39,,50271301,DAP000157,http://drugs.com/sfx/enfuvirtide-side-effects.html,http://drugs.com/drug-interactions/enfuvirtide-index.html?filter=3&generic_only=1,http://drugs.com/ppa/enfuvirtide.html,DB00109i.txt,DB00109p.txt,NULL,DB00109s.txt,Miscellaneous antivirals,
DB00110,palivizumab,188039-54-5,BiotechDrug,,,,,,PA16474878,,,,,,http://www.rxlist.com/cgi/generic2/palivizumab.htm,,Palivizumab,http://www.drugs.com/cdi/palivizumab.html,60574-4114-1,,,DAP000386,http://drugs.com/sfx/palivizumab-side-effects.html,http://www.drugs.com/drug-interactions/iodine-i-131-tositumomab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/palivizumab.html,DB00110i.txt,DB00110p.txt,NULL,DB00110s.txt,Immune globulins,
DB00111,daclizumab,152923-56-3,BiotechDrug,,,,,,PA16476444,,P01857,IGHG1_HUMA,J00228,,http://www.rxlist.com/cgi/generic3/zenapax.htm,,Daclizumab,http://www.drugs.com/cdi/daclizumab.html,,,,DAP000389,http://drugs.com/sfx/daclizumab-side-effects.html,http://drugs.com/drug-interactions/daclizumab-index.html?filter=3&generic_only=1,http://drugs.com/monograph/daclizumab.html,DB00111i.txt,DB00111p.txt,NULL,DB00111s.txt,Interleukin inhibitors,
DB00112,bevacizumab,216974-75-3,BiotechDrug,,,,,,PA13023299,,,,,,http://www.rxlist.com/cgi/generic3/avastin.htm,,Bevacizumab,http://www.drugs.com/cdi/bevacizumab-solution.html,50242-060-01,,,DAP000393,http://drugs.com/sfx/bevacizumab-side-effects.html,http://drugs.com/drug-interactions/bevacizumab-index.html?filter=3&generic_only=1,http://drugs.com/ppa/bevacizumab.html,DB00112i.txt,DB00112p.txt,NULL,DB00112s.txt,VEGF / VEGFR  inhibitors,
